Reverse Gravity,1483948,http://www.worldanvil.com/sheet/1483948/view
Revivify,1483949,http://www.worldanvil.com/sheet/1483949/view
Rope Trick,1483950,http://www.worldanvil.com/sheet/1483950/view
Sacred Flame,1483951,http://www.worldanvil.com/sheet/1483951/view
Sanctuary,1483952,http://www.worldanvil.com/sheet/1483952/view
Scorching Ray,1483953,http://www.worldanvil.com/sheet/1483953/view
Scrying,1483954,http://www.worldanvil.com/sheet/1483954/view
Searing Smite,1483955,http://www.worldanvil.com/sheet/1483955/view
See Invisibility,1483956,http://www.worldanvil.com/sheet/1483956/view
Seeming,1483957,http://www.worldanvil.com/sheet/1483957/view
Sending,1483958,http://www.worldanvil.com/sheet/1483958/view
Sequester,1483959,http://www.worldanvil.com/sheet/1483959/view
Shapechange,1483960,http://www.worldanvil.com/sheet/1483960/view
Shatter,1483961,http://www.worldanvil.com/sheet/1483961/view
Shield,1483962,http://www.worldanvil.com/sheet/1483962/view
Shield of Faith,1483963,http://www.worldanvil.com/sheet/1483963/view
Shillelagh,1483964,http://www.worldanvil.com/sheet/1483964/view
Shining Smite,1483965,http://www.worldanvil.com/sheet/1483965/view
Shocking Grasp,1483966,http://www.worldanvil.com/sheet/1483966/view
Silence,1483967,http://www.worldanvil.com/sheet/1483967/view
Silent Image,1483968,http://www.worldanvil.com/sheet/1483968/view
Simulacrum,1483969,http://www.worldanvil.com/sheet/1483969/view
Sleep,1483970,http://www.worldanvil.com/sheet/1483970/view
Sleet Storm,1483971,http://www.worldanvil.com/sheet/1483971/view
Slow,1483972,http://www.worldanvil.com/sheet/1483972/view
Sorcerous Burst,1483973,http://www.worldanvil.com/sheet/1483973/view
Spare the Dying,1483974,http://www.worldanvil.com/sheet/1483974/view
Speak with Animals,1483975,http://www.worldanvil.com/sheet/1483975/view
Speak with Dead,1483976,http://www.worldanvil.com/sheet/1483976/view
Speak with Plants,1483977,http://www.worldanvil.com/sheet/1483977/view
Spider Climb,1483978,http://www.worldanvil.com/sheet/1483978/view
Spike Growth,1483979,http://www.worldanvil.com/sheet/1483979/view
Spirit Guardians,1483980,http://www.worldanvil.com/sheet/1483980/view
Spiritual Weapon,1483981,http://www.worldanvil.com/sheet/1483981/view
Staggering Smite,1483982,http://www.worldanvil.com/sheet/1483982/view
Starry Wisp,1483983,http://www.worldanvil.com/sheet/1483983/view
Steel Wind Strike,1483984,http://www.worldanvil.com/sheet/1483984/view
Stinking Cloud,1483985,http://www.worldanvil.com/sheet/1483985/view
Stone Shape,1483986,http://www.worldanvil.com/sheet/1483986/view
Stoneskin,1483987,http://www.worldanvil.com/sheet/1483987/view
Storm of Vengeance,1483988,http://www.worldanvil.com/sheet/1483988/view
Suggestion,1483989,http://www.worldanvil.com/sheet/1483989/view
Summon Aberration,1483990,http://www.worldanvil.com/sheet/1483990/view
Summon Beast,1483991,http://www.worldanvil.com/sheet/1483991/view
Summon Celestial,1483992,http://www.worldanvil.com/sheet/1483992/view
Summon Construct,1483993,http://www.worldanvil.com/sheet/1483993/view
Summon Dragon,1483994,http://www.worldanvil.com/sheet/1483994/view
Summon Elemental,1483995,http://www.worldanvil.com/sheet/1483995/view
Summon Fey,1483996,http://www.worldanvil.com/sheet/1483996/view
Summon Fiend,1483997,http://www.worldanvil.com/sheet/1483997/view
Summon Undead,1483998,http://www.worldanvil.com/sheet/1483998/view
Sunbeam,1483999,http://www.worldanvil.com/sheet/1483999/view
Sunburst,1484000,http://www.worldanvil.com/sheet/1484000/view
Swift Quiver,1484001,http://www.worldanvil.com/sheet/1484001/view
Symbol,1484002,http://www.worldanvil.com/sheet/1484002/view
Synaptic Static,1484003,http://www.worldanvil.com/sheet/1484003/view
Tasha's Bubbling Cauldron,1484004,http://www.worldanvil.com/sheet/1484004/view
Tasha's Hideous Laughter,1484005,http://www.worldanvil.com/sheet/1484005/view
Telekinesis,1484006,http://www.worldanvil.com/sheet/1484006/view
Telepathy,1484007,http://www.worldanvil.com/sheet/1484007/view
Teleport,1484008,http://www.worldanvil.com/sheet/1484008/view
Teleportation Circle,1484009,http://www.worldanvil.com/sheet/1484009/view
Tenser's Floating Disk,1484010,http://www.worldanvil.com/sheet/1484010/view
Thaumaturgy,1484011,http://www.worldanvil.com/sheet/1484011/view
Thorn Whip,1484012,http://www.worldanvil.com/sheet/1484012/view
Thunderclap,1484013,http://www.worldanvil.com/sheet/1484013/view
Thunderous Smite,1484014,http://www.worldanvil.com/sheet/1484014/view
Thunderwave,1484015,http://www.worldanvil.com/sheet/1484015/view
Time Stop,1484016,http://www.worldanvil.com/sheet/1484016/view
Toll the Dead,1484017,http://www.worldanvil.com/sheet/1484017/view
Tongues,1484018,http://www.worldanvil.com/sheet/1484018/view
Transport via Plants,1484019,http://www.worldanvil.com/sheet/1484019/view
Tree Stride,1484020,http://www.worldanvil.com/sheet/1484020/view
True Polymorph,1484021,http://www.worldanvil.com/sheet/1484021/view
True Resurrection,1484022,http://www.worldanvil.com/sheet/1484022/view
True Seeing,1484023,http://www.worldanvil.com/sheet/1484023/view
True Strike,1484024,http://www.worldanvil.com/sheet/1484024/view
Tsunami,1484025,http://www.worldanvil.com/sheet/1484025/view
Unseen Servant,1484026,http://www.worldanvil.com/sheet/1484026/view
Vampiric Touch,1484027,http://www.worldanvil.com/sheet/1484027/view
Vicious Mockery,1484028,http://www.worldanvil.com/sheet/1484028/view
Vitriolic Sphere,1484029,http://www.worldanvil.com/sheet/1484029/view
Wall of Fire,1484030,http://www.worldanvil.com/sheet/1484030/view
Wall of Force,1484031,http://www.worldanvil.com/sheet/1484031/view
Wall of Ice,1484032,http://www.worldanvil.com/sheet/1484032/view
Wall of Stone,1484033,http://www.worldanvil.com/sheet/1484033/view
Wall of Thorns,1484034,http://www.worldanvil.com/sheet/1484034/view
Warding Bond,1484035,http://www.worldanvil.com/sheet/1484035/view
Water Breathing,1484036,http://www.worldanvil.com/sheet/1484036/view
Water Walk,1484037,http://www.worldanvil.com/sheet/1484037/view
Web,1484038,http://www.worldanvil.com/sheet/1484038/view
Weird,1484039,http://www.worldanvil.com/sheet/1484039/view
Wind Walk,1484040,http://www.worldanvil.com/sheet/1484040/view
Wind Wall,1484041,http://www.worldanvil.com/sheet/1484041/view
Wish,1484042,http://www.worldanvil.com/sheet/1484042/view
Witch Bolt,1484043,http://www.worldanvil.com/sheet/1484043/view
Word of Radiance,1484044,http://www.worldanvil.com/sheet/1484044/view
Word of Recall,1484045,http://www.worldanvil.com/sheet/1484045/view
Wrathful Smite,1484046,http://www.worldanvil.com/sheet/1484046/view
Yolande's Regal Presence,1484047,http://www.worldanvil.com/sheet/1484047/view
Zone of Truth,1484048,http://www.worldanvil.com/sheet/1484048/view
